ID Cliente;Zona;País;Tipo de producto;ID Proveedor;Prioridad;Fecha pedido;ID Pedido;Fecha envío;Unidades;Precio Unitario;Coste unitario;Importe venta total;Importe Coste total
C0559;Asia;Turkmenistan;Doméstico;P0012;Crítica;10/10/2020;155918586;7/11/2020;8629;668.27 ;502.54 ;5766501.83 ;4336417.66 
C0367;África;Saudi Arabia;Cosméticos;P0006;Crítica;7/11/2020;936710488;8/12/2020;2304;437.20 ;263.33 ;1007308.80 ;606712.32 
C0487;Asia;Japan;Snacks;P0001;Media;24/04/2022;648711192;16/05/2022;6912;152.58 ;97.44 ;1054632.96 ;673505.28 
C0341;Europa;Latvia;Doméstico;P0012;Crítica;1/02/2020;934157025;3/02/2020;6678;668.27 ;502.54 ;4462707.06 ;3355962.12 
C0055;Norteamérica;Greenland;Ropa;P0011;Crítica;11/05/2022;805596816;23/05/2022;2855;109.28 ;35.84 ;311994.40 ;102323.20 
C0958;Centroamérica y Caribe;Costa Rica;Cereales;P0003;Alta;30/07/2020;695891892;3/08/2020;8730;205.70 ;117.11 ;1795761.00 ;1022370.30 
C0082;Asia;Japan;Cuidado personal;P0007;Baja;24/04/2022;208216083;13/05/2022;4621;81.73 ;56.67 ;377674.33 ;261872.07 
C0660;Europa;Cyprus;Cereales;P0003;Crítica;25/03/2021;366055715;5/04/2021;2875;205.70 ;117.11 ;591387.50 ;336691.25 
C0632;África;Pakistan;Cárnicos;P0002;Baja;3/06/2021;463209617;27/06/2021;2874;421.89 ;364.69 ;1212511.86 ;1048119.06 
C0137;Europa;Monaco;Cosméticos;P0006;Media;25/08/2021;313789117;7/09/2021;6028;437.20 ;263.33 ;2635441.60 ;1587353.24 
C0022;Asia;China;Cereales;P0003;Crítica;6/07/2022;702218043;29/07/2022;779;205.70 ;117.11 ;160240.30 ;91228.69 
C0332;Australia y Oceanía;New Zealand;Cárnicos;P0002;Alta;26/02/2022;233232724;8/03/2022;7601;421.89 ;364.69 ;3206785.89 ;2772008.69 
C0818;Centroamérica y Caribe;Guatemala;Alimento infantil;P0005;Baja;20/07/2020;281881988;11/08/2020;3999;255.28 ;159.42 ;1020864.72 ;637520.58 
C0435;África;Libya;Snacks;P0001;Media;6/12/2020;943527162;22/12/2020;9509;152.58 ;97.44 ;1450883.22 ;926556.96 
C0838;Europa;Liechtenstein;Cárnicos;P0002;Media;24/08/2022;583842074;4/10/2022;699;421.89 ;364.69 ;294901.11 ;254918.31 
C0888;África;Democratic Republic of the Congo;Alimento infantil;P0005;Alta;3/08/2022;788813054;9/08/2022;6167;255.28 ;159.42 ;1574311.76 ;983143.14 
C0147;Asia;Mongolia;Cuidado personal;P0007;Crítica;4/05/2022;514738929;16/05/2022;1543;81.73 ;56.67 ;126109.39 ;87441.81 
C0382;Europa;Bosnia and Herzegovina;Frutas;P0004;Media;7/01/2021;138231027;28/01/2021;4487;9.33 ;6.92 ;41863.71 ;31050.04 
C0062;Centroamérica y Caribe;Cuba;Cereales;P0003;Crítica;13/06/2022;106213176;15/07/2022;9694;205.70 ;117.11 ;1994055.80 ;1135264.34 
C0859;Asia;Bhutan;Snacks;P0001;Media;6/04/2022;485921704;15/04/2022;3885;152.58 ;97.44 ;592773.30 ;378554.40 
C0149;Asia;Laos;Material de oficina;P0008;Alta;18/10/2020;514905440;22/10/2020;817;651.21 ;524.96 ;532038.57 ;428892.32 
C0510;Asia;Turkmenistan;Cuidado personal;P0007;Baja;23/08/2021;851025712;27/09/2021;6275;81.73 ;56.67 ;512855.75 ;355604.25 
C0224;Australia y Oceanía;Papua New Guinea;Alimento infantil;P0005;Baja;24/08/2021;422456347;26/08/2021;3076;255.28 ;159.42 ;785241.28 ;490375.92 
C0776;África;Qatar;Cosméticos;P0006;Alta;29/11/2020;477683675;23/12/2020;6069;437.20 ;263.33 ;2653366.80 ;1598149.77 
C0355;Australia y Oceanía;Palau;Ropa;P0011;Baja;19/05/2021;535506522;25/05/2021;7135;109.28 ;35.84 ;779712.80 ;255718.40 
C0350;Asia;Philippines;Cereales;P0003;Baja;15/07/2022;635036218;31/07/2022;184;205.70 ;117.11 ;37848.80 ;21548.24 
C0856;Australia y Oceanía;Papua New Guinea;Cárnicos;P0002;Baja;31/10/2022;885696589;11/11/2022;6158;421.89 ;364.69 ;2597998.62 ;2245761.02 
C0172;África;Liberia;Verduras;P0010;Baja;14/02/2021;117223966;25/02/2021;8031;154.06 ;90.93 ;1237255.86 ;730258.83 
C0296;África;Iran;Ropa;P0011;Alta;16/12/2020;829667174;9/01/2021;5809;109.28 ;35.84 ;634807.52 ;208194.56 
C0433;Centroamérica y Caribe;Guatemala;Bebida;P0009;Crítica;28/07/2020;643387544;20/08/2020;1527;47.45 ;31.79 ;72456.15 ;48543.33 
C0490;Australia y Oceanía;Tuvalu;Snacks;P0001;Baja;9/01/2020;849058902;25/01/2020;4252;152.58 ;97.44 ;648770.16 ;414314.88 
C0576;Asia;Philippines;Material de oficina;P0008;Baja;19/08/2022;557667577;15/09/2022;5083;651.21 ;524.96 ;3310100.43 ;2668371.68 
C0505;Asia;Singapore;Ropa;P0011;Crítica;15/02/2022;750512397;4/03/2022;2151;109.28 ;35.84 ;235061.28 ;77091.84 
C0292;Asia;Laos;Verduras;P0010;Media;13/03/2021;229204690;25/03/2021;5616;154.06 ;90.93 ;865200.96 ;510662.88 
C0656;Europa;Montenegro;Frutas;P0004;Alta;10/07/2021;565668284;3/08/2021;2671;9.33 ;6.92 ;24920.43 ;18483.32 
C0521;Centroamérica y Caribe;Barbados;Snacks;P0001;Media;23/04/2022;252139508;23/05/2022;2538;152.58 ;97.44 ;387248.04 ;247302.72 
C0511;África;Egypt;Snacks;P0001;Alta;1/10/2021;551167190;13/11/2021;1474;152.58 ;97.44 ;224902.92 ;143626.56 
C0456;África;Sudan;Doméstico;P0012;Crítica;16/04/2021;545612657;29/05/2021;7765;668.27 ;502.54 ;5189116.55 ;3902223.10 
C0886;África;Democratic Republic of the Congo;Snacks;P0001;Baja;7/05/2021;288649737;20/06/2021;6727;152.58 ;97.44 ;1026405.66 ;655478.88 
C0537;Centroamérica y Caribe;Cuba;Cuidado personal;P0007;Baja;30/09/2022;353764760;27/10/2022;5709;81.73 ;56.67 ;466596.57 ;323529.03 
C0847;África;Ghana;Frutas;P0004;Media;5/06/2022;484756553;14/06/2022;9091;9.33 ;6.92 ;84819.03 ;62909.72 
C0457;Europa;Poland;Bebida;P0009;Media;30/07/2020;945736443;20/08/2020;3285;47.45 ;31.79 ;155873.25 ;104430.15 
C0711;África;Saudi Arabia;Bebida;P0009;Baja;2/02/2022;271128261;7/03/2022;1732;47.45 ;31.79 ;82183.40 ;55060.28 
C0156;Centroamérica y Caribe;Barbados;Alimento infantil;P0005;Baja;26/10/2020;215668332;21/11/2020;9907;255.28 ;159.42 ;2529058.96 ;1579373.94 
C0044;Europa;Bosnia and Herzegovina;Frutas;P0004;Alta;9/01/2021;804405486;1/02/2021;314;9.33 ;6.92 ;2929.62 ;2172.88 
C0827;África;Lebanon;Cárnicos;P0002;Media;26/08/2021;782701051;1/09/2021;7489;421.89 ;364.69 ;3159534.21 ;2731163.41 
C0662;Europa;Latvia;Doméstico;P0012;Crítica;15/08/2020;766228854;3/10/2020;3000;668.27 ;502.54 ;2004810.00 ;1507620.00 
C0909;Australia y Oceanía;Australia;Frutas;P0004;Media;21/12/2021;990975224;27/01/2022;445;9.33 ;6.92 ;4151.85 ;3079.40 
C0632;África;Jordan;Cereales;P0003;Media;20/02/2020;863238990;3/04/2020;455;205.70 ;117.11 ;93593.50 ;53285.05 
C0096;Europa;United Kingdom;Cuidado personal;P0007;Media;22/05/2021;309631478;27/05/2021;5690;81.73 ;56.67 ;465043.70 ;322452.30 
C0270;Centroamérica y Caribe;Haiti;Verduras;P0010;Baja;24/05/2022;227076518;13/07/2022;5843;154.06 ;90.93 ;900172.58 ;531303.99 
C0328;Asia;South Korea;Cuidado personal;P0007;Crítica;23/03/2020;232810437;6/04/2020;2637;81.73 ;56.67 ;215522.01 ;149438.79 
C0143;África;Niger;Bebida;P0009;Crítica;10/05/2022;914382064;6/06/2022;4827;47.45 ;31.79 ;229041.15 ;153450.33 
C0796;África;Mozambique;Verduras;P0010;Crítica;17/05/2022;679652726;13/06/2022;3200;154.06 ;90.93 ;492992.00 ;290976.00 
C0067;Europa;Armenia;Cereales;P0003;Baja;2/06/2021;706796252;16/07/2021;5572;205.70 ;117.11 ;1146160.40 ;652536.92 
C0942;Europa;Iceland;Frutas;P0004;Media;8/01/2021;894298970;26/01/2021;1793;9.33 ;6.92 ;16728.69 ;12407.56 
C0109;Centroamérica y Caribe;Panama;Bebida;P0009;Baja;10/09/2021;310959708;12/10/2021;8743;47.45 ;31.79 ;414855.35 ;277939.97 
C0458;Europa;Switzerland;Bebida;P0009;Baja;27/06/2021;345889794;25/07/2021;5331;47.45 ;31.79 ;252955.95 ;169472.49 
C0585;África;Mauritius ;Frutas;P0004;Alta;15/04/2020;658513057;23/05/2020;7502;9.33 ;6.92 ;69993.66 ;51913.84 
C0285;Europa;Andorra;Material de oficina;P0008;Media;28/03/2021;528565824;3/04/2021;3228;651.21 ;524.96 ;2102105.88 ;1694570.88 
C0060;Asia;Bangladesh;Material de oficina;P0008;Alta;28/09/2020;206096923;15/10/2020;7514;651.21 ;524.96 ;4893191.94 ;3944549.44 
C0614;Australia y Oceanía;Tonga;Ropa;P0011;Baja;25/04/2021;461467683;11/05/2021;7397;109.28 ;35.84 ;808344.16 ;265108.48 
C0353;Centroamérica y Caribe;Jamaica;Bebida;P0009;Alta;4/08/2021;335351932;13/09/2021;6944;47.45 ;31.79 ;329492.80 ;220749.76 
C0887;África;Israel;Verduras;P0010;Media;10/08/2020;288735997;14/09/2020;2253;154.06 ;90.93 ;347097.18 ;204865.29 
C0529;Europa;France;Cuidado personal;P0007;Crítica;3/02/2022;852918708;14/03/2022;6454;81.73 ;56.67 ;527485.42 ;365748.18 
C0795;África;Benin;Snacks;P0001;Crítica;3/08/2021;379511392;3/08/2021;4709;152.58 ;97.44 ;718499.22 ;458844.96 
C0904;Asia;Philippines;Verduras;P0010;Media;16/03/2022;890437877;24/03/2022;9210;154.06 ;90.93 ;1418892.60 ;837465.30 
C0279;Europa;Slovakia;Frutas;P0004;Alta;21/09/2021;427934491;4/10/2021;4180;9.33 ;6.92 ;38999.40 ;28925.60 
C0045;Asia;Laos;Doméstico;P0012;Alta;13/08/2022;704550063;18/08/2022;875;668.27 ;502.54 ;584736.25 ;439722.50 
C0531;Australia y Oceanía;Nauru;Cárnicos;P0002;Crítica;16/01/2022;353145921;23/02/2022;2580;421.89 ;364.69 ;1088476.20 ;940900.20 
C0768;África;Benin;Snacks;P0001;Media;9/11/2021;776895892;9/11/2021;9614;152.58 ;97.44 ;1466904.12 ;936788.16 
C0992;Centroamérica y Caribe;Guatemala;Verduras;P0010;Crítica;14/06/2021;299286305;3/08/2021;4323;154.06 ;90.93 ;666001.38 ;393090.39 
C0141;Centroamérica y Caribe;Belize;Snacks;P0001;Alta;17/01/2022;914115989;12/02/2022;6090;152.58 ;97.44 ;929212.20 ;593409.60 
C0354;África;Tunisia ;Alimento infantil;P0005;Crítica;30/05/2022;635496270;5/07/2022;6323;255.28 ;159.42 ;1614135.44 ;1008012.66 
C0478;África;Republic of the Congo;Cárnicos;P0002;Alta;13/04/2020;247850978;8/05/2020;3467;421.89 ;364.69 ;1462692.63 ;1264380.23 
C0559;Australia y Oceanía;Kiribati;Ropa;P0011;Baja;21/05/2022;155916440;10/07/2022;7994;109.28 ;35.84 ;873584.32 ;286504.96 
C0347;Europa;Albania;Verduras;P0010;Baja;11/02/2020;834741485;17/02/2020;7410;154.06 ;90.93 ;1141584.60 ;673791.30 
C0796;Australia y Oceanía;Palau;Cárnicos;P0002;Baja;2/06/2022;579687440;5/06/2022;1250;421.89 ;364.69 ;527362.50 ;455862.50 
C0564;África;Angola;Cuidado personal;P0007;Alta;27/01/2020;456428134;6/03/2020;6083;81.73 ;56.67 ;497163.59 ;344723.61 
C0509;África;Swaziland;Snacks;P0001;Media;27/05/2021;250949895;19/06/2021;505;152.58 ;97.44 ;77052.90 ;49207.20 
C0195;Centroamérica y Caribe;Barbados;Verduras;P0010;Baja;9/04/2022;719551551;14/04/2022;149;154.06 ;90.93 ;22954.94 ;13548.57 
C0388;Europa;Sweden;Cosméticos;P0006;Crítica;20/10/2021;438844430;7/12/2021;2674;437.20 ;263.33 ;1169072.80 ;704144.42 
C0557;África;Zambia;Verduras;P0010;Crítica;15/12/2020;755752360;3/02/2021;2773;154.06 ;90.93 ;427208.38 ;252148.89 
C0375;África;Sierra Leone;Ropa;P0011;Crítica;1/02/2021;837511670;28/02/2021;7169;109.28 ;35.84 ;783428.32 ;256936.96 
C0216;África;Sierra Leone;Cosméticos;P0006;Media;12/07/2022;821671187;11/08/2022;9619;437.20 ;263.33 ;4205426.80 ;2532971.27 
C0660;Europa;Andorra;Verduras;P0010;Media;17/04/2020;466092240;13/05/2020;5906;154.06 ;90.93 ;909878.36 ;537032.58 
C0989;África;Seychelles ;Alimento infantil;P0005;Media;31/08/2022;498948657;16/09/2022;8850;255.28 ;159.42 ;2259228.00 ;1410867.00 
C0687;Europa;Andorra;Doméstico;P0012;Baja;5/03/2021;368726766;24/03/2021;3299;668.27 ;502.54 ;2204622.73 ;1657879.46 
C0942;Centroamérica y Caribe;Costa Rica;Bebida;P0009;Baja;15/08/2020;494225394;24/09/2020;1132;47.45 ;31.79 ;53713.40 ;35986.28 
C0145;África;Burundi;Cosméticos;P0006;Baja;25/06/2020;914555871;11/08/2020;6261;437.20 ;263.33 ;2737309.20 ;1648709.13 
C0391;Australia y Oceanía;Fiji;Ropa;P0011;Media;28/01/2022;839142024;15/03/2022;9627;109.28 ;35.84 ;1052038.56 ;345031.68 
C0977;Norteamérica;Canada;Bebida;P0009;Media;26/05/2021;897720181;2/06/2021;4206;47.45 ;31.79 ;199574.70 ;133708.74 
C0903;Asia;Philippines;Bebida;P0009;Crítica;30/12/2021;890339171;9/02/2022;1;47.45 ;31.79 ;47.45 ;31.79 
C0373;Asia;Turkmenistan;Snacks;P0001;Baja;7/02/2022;237360322;24/02/2022;9049;152.58 ;97.44 ;1380696.42 ;881734.56 
C0294;Europa;Ukraine;Ropa;P0011;Alta;11/10/2021;229457461;26/11/2021;417;109.28 ;35.84 ;45569.76 ;14945.28 
C0776;Asia;Indonesia;Cuidado personal;P0007;Media;28/06/2021;877616918;28/06/2021;5203;81.73 ;56.67 ;425241.19 ;294854.01 
C0631;África;Sao Tome and Principe;Verduras;P0010;Baja;2/09/2020;463137519;14/10/2020;1539;154.06 ;90.93 ;237098.34 ;139941.27 
C0876;Asia;Indonesia;Cuidado personal;P0007;Crítica;10/01/2022;487630593;25/02/2022;9584;81.73 ;56.67 ;783300.32 ;543125.28 
C0230;Asia;India;Verduras;P0010;Crítica;3/07/2021;723019969;27/07/2021;6531;154.06 ;90.93 ;1006165.86 ;593863.83 
C0615;África;Israel;Alimento infantil;P0005;Media;6/03/2021;561541974;10/03/2021;1604;255.28 ;159.42 ;409469.12 ;255709.68 
C0657;África;Qatar;Verduras;P0010;Alta;4/02/2022;365745437;4/02/2022;1057;154.06 ;90.93 ;162841.42 ;96113.01 
C0184;África;Liberia;Doméstico;P0012;Alta;4/11/2022;118491685;14/12/2022;3178;668.27 ;502.54 ;2123762.06 ;1597072.12 
C0729;África;South Sudan;Doméstico;P0012;Alta;25/12/2020;772954547;3/02/2021;3282;668.27 ;502.54 ;2193262.14 ;1649336.28 
C0026;Europa;Latvia;Verduras;P0010;Media;13/03/2020;202620351;11/04/2020;8719;154.06 ;90.93 ;1343249.14 ;792818.67 
C0512;Centroamérica y Caribe;Saint Lucia;Frutas;P0004;Baja;12/04/2020;851287925;6/05/2020;3869;9.33 ;6.92 ;36097.77 ;26773.48 
C0830;África;Mali;Verduras;P0010;Crítica;5/06/2021;283068597;13/06/2021;5143;154.06 ;90.93 ;792330.58 ;467652.99 
C0323;Europa;Portugal;Bebida;P0009;Media;23/10/2022;632386195;12/12/2022;5983;47.45 ;31.79 ;283893.35 ;190199.57 
C0539;Asia;Malaysia;Snacks;P0001;Crítica;20/02/2021;953977048;22/03/2021;1863;152.58 ;97.44 ;284256.54 ;181530.72 
C0728;Europa;Spain;Cosméticos;P0006;Baja;4/09/2020;372889983;25/09/2020;5287;437.20 ;263.33 ;2311476.40 ;1392225.71 
C0344;Europa;Slovenia;Ropa;P0011;Media;15/05/2020;334486329;22/05/2020;793;109.28 ;35.84 ;86659.04 ;28421.12 
C0544;África;Jordan;Verduras;P0010;Media;29/12/2020;554439914;8/01/2021;9946;154.06 ;90.93 ;1532280.76 ;904389.78 
C0687;Centroamérica y Caribe;Honduras;Doméstico;P0012;Media;15/11/2020;368737065;1/12/2020;6347;668.27 ;502.54 ;4241509.69 ;3189621.38 
C0836;África;Lebanon;Material de oficina;P0008;Baja;28/02/2020;983676612;18/04/2020;624;651.21 ;524.96 ;406355.04 ;327575.04 
C0258;África;Tunisia ;Cereales;P0003;Media;6/04/2022;525869882;22/05/2022;5439;205.70 ;117.11 ;1118802.30 ;636961.29 
C0922;Europa;Romania;Frutas;P0004;Alta;28/12/2020;792240703;29/01/2021;484;9.33 ;6.92 ;4515.72 ;3349.28 
C0000;Europa;Netherlands;Cereales;P0003;Alta;30/12/2021;500025403;15/02/2022;7483;205.70 ;117.11 ;1539253.10 ;876334.13 
C0367;África;Azerbaijan;Frutas;P0004;Baja;25/04/2021;236772811;11/05/2021;5191;9.33 ;6.92 ;48432.03 ;35921.72 
C0103;Europa;Slovenia;Doméstico;P0012;Media;11/02/2021;210344254;15/03/2021;4394;668.27 ;502.54 ;2936378.38 ;2208160.76 
C0989;África;Chad;Ropa;P0011;Crítica;12/07/2022;698913562;2/08/2022;2909;109.28 ;35.84 ;317895.52 ;104258.56 
C0009;Australia y Oceanía;Nauru;Verduras;P0010;Media;17/05/2021;700967061;13/06/2021;585;154.06 ;90.93 ;90125.10 ;53194.05 
C0853;África;Kenya;Ropa;P0011;Baja;8/01/2021;185303580;7/02/2021;4302;109.28 ;35.84 ;470122.56 ;154183.68 
C0410;Centroamérica y Caribe;Jamaica;Cuidado personal;P0007;Alta;20/05/2022;541034448;11/06/2022;2971;81.73 ;56.67 ;242819.83 ;168366.57 
C0275;Europa;Bosnia and Herzegovina;Alimento infantil;P0005;Baja;25/06/2022;527583491;31/07/2022;2534;255.28 ;159.42 ;646879.52 ;403970.28 
C0246;Centroamérica y Caribe;Antigua and Barbuda ;Cuidado personal;P0007;Crítica;9/08/2021;324687039;25/08/2021;965;81.73 ;56.67 ;78869.45 ;54686.55 
C0823;Europa;Romania;Cosméticos;P0006;Media;13/11/2021;182393920;31/12/2021;3269;437.20 ;263.33 ;1429206.80 ;860825.77 
C0710;Asia;Kazakhstan;Frutas;P0004;Crítica;29/01/2020;871065461;23/02/2020;6482;9.33 ;6.92 ;60477.06 ;44855.44 
C0313;África;Burkina Faso;Material de oficina;P0008;Alta;31/07/2020;531375491;3/09/2020;4671;651.21 ;524.96 ;3041801.91 ;2452088.16 
C0243;Centroamérica y Caribe;Saint Lucia;Cereales;P0003;Baja;1/06/2022;524310338;23/06/2022;3935;205.70 ;117.11 ;809429.50 ;460827.85 
C0811;Centroamérica y Caribe;Jamaica;Snacks;P0001;Alta;23/09/2020;481168830;20/10/2020;7404;152.58 ;97.44 ;1129702.32 ;721445.76 
C0535;África;Bahrain;Doméstico;P0012;Media;5/07/2022;553562295;22/08/2022;239;668.27 ;502.54 ;159716.53 ;120107.06 
C0634;África;Pakistan;Cereales;P0003;Crítica;11/04/2022;963414561;4/05/2022;4633;205.70 ;117.11 ;953008.10 ;542570.63 
C0529;Centroamérica y Caribe;Saint Lucia;Cereales;P0003;Baja;5/09/2020;652961957;7/09/2020;4808;205.70 ;117.11 ;989005.60 ;563064.88 
C0347;África;Angola;Snacks;P0001;Crítica;11/03/2020;434753310;7/04/2020;2021;152.58 ;97.44 ;308364.18 ;196926.24 
C0416;Europa;Kosovo;Cosméticos;P0006;Baja;29/10/2020;741649949;18/12/2020;9556;437.20 ;263.33 ;4177883.20 ;2516381.48 
C0768;Europa;Georgia;Frutas;P0004;Baja;1/08/2021;276825702;11/08/2021;7732;9.33 ;6.92 ;72139.56 ;53505.44 
C0637;Australia y Oceanía;Nauru;Doméstico;P0012;Media;6/11/2021;963766896;21/11/2021;8896;668.27 ;502.54 ;5944929.92 ;4470595.84 
C0962;Australia y Oceanía;Solomon Islands;Material de oficina;P0008;Baja;6/11/2022;296272361;11/11/2022;2430;651.21 ;524.96 ;1582440.30 ;1275652.80 
C0884;Asia;Thailand;Alimento infantil;P0005;Crítica;28/06/2020;788453423;4/08/2020;9744;255.28 ;159.42 ;2487448.32 ;1553388.48 
C0247;Europa;Russia;Cereales;P0003;Media;3/02/2021;524733912;8/02/2021;9280;205.70 ;117.11 ;1908896.00 ;1086780.80 
C0098;Australia y Oceanía;Samoa ;Frutas;P0004;Media;18/10/2022;809850156;4/11/2022;1513;9.33 ;6.92 ;14116.29 ;10469.96 
C0188;Australia y Oceanía;Vanuatu;Snacks;P0001;Baja;18/09/2022;318850982;6/10/2022;3946;152.58 ;97.44 ;602080.68 ;384498.24 
C0470;África;Lesotho;Frutas;P0004;Alta;23/03/2021;947097718;10/04/2021;6116;9.33 ;6.92 ;57062.28 ;42322.72 
C0602;Australia y Oceanía;Solomon Islands;Bebida;P0009;Alta;14/07/2020;160264194;28/07/2020;4591;47.45 ;31.79 ;217842.95 ;145947.89 
C0443;Asia;Taiwan;Snacks;P0001;Crítica;23/05/2020;444336736;9/06/2020;7969;152.58 ;97.44 ;1215910.02 ;776499.36 
C0556;Asia;Singapore;Verduras;P0010;Baja;19/05/2022;755614173;14/06/2022;1880;154.06 ;90.93 ;289632.80 ;170948.40 
C0707;África;Ghana;Verduras;P0010;Media;6/10/2022;570707833;7/10/2022;3985;154.06 ;90.93 ;613929.10 ;362356.05 
C0365;Europa;Belarus;Bebida;P0009;Alta;2/07/2022;336541545;18/08/2022;8977;47.45 ;31.79 ;425958.65 ;285378.83 
C0203;África;Lesotho;Snacks;P0001;Crítica;3/02/2020;120351636;26/02/2020;3578;152.58 ;97.44 ;545931.24 ;348640.32 
C0596;África;Democratic Republic of the Congo;Cereales;P0003;Crítica;30/07/2021;959686934;2/09/2021;1545;205.70 ;117.11 ;317806.50 ;180934.95 
C0124;Europa;San Marino;Frutas;P0004;Baja;25/12/2021;812408769;8/02/2022;8663;9.33 ;6.92 ;80825.79 ;59947.96 
C0066;África;Mauritius ;Frutas;P0004;Media;3/01/2021;406690967;11/01/2021;7749;9.33 ;6.92 ;72298.17 ;53623.08 
C0910;Europa;Kosovo;Verduras;P0010;Media;14/08/2021;991019856;25/09/2021;3653;154.06 ;90.93 ;562781.18 ;332167.29 
C0841;África;Tunisia ;Verduras;P0010;Alta;15/01/2020;284194266;16/01/2020;8254;154.06 ;90.93 ;1271611.24 ;750536.22 
C0253;Europa;Czech Republic;Material de oficina;P0008;Alta;20/06/2021;125325524;24/06/2021;5463;651.21 ;524.96 ;3557560.23 ;2867856.48 
C0238;Australia y Oceanía;Federated States of Micronesia;Cosméticos;P0006;Baja;2/07/2021;623837459;10/07/2021;6222;437.20 ;263.33 ;2720258.40 ;1638439.26 
C0094;Europa;Estonia;Doméstico;P0012;Media;8/11/2021;609466397;10/12/2021;3506;668.27 ;502.54 ;2342954.62 ;1761905.24 
C0822;Asia;Nepal;Frutas;P0004;Baja;10/05/2020;782261168;15/06/2020;7318;9.33 ;6.92 ;68276.94 ;50640.56 
C0625;África;Democratic Republic of the Congo;Bebida;P0009;Media;15/12/2020;562583100;24/01/2021;9696;47.45 ;31.79 ;460075.20 ;308235.84 
C0411;Asia;Singapore;Snacks;P0001;Alta;9/11/2020;341106021;12/11/2020;9707;152.58 ;97.44 ;1481094.06 ;945850.08 
C0288;Asia;India;Bebida;P0009;Alta;11/07/2020;128816258;12/07/2020;8448;47.45 ;31.79 ;400857.60 ;268561.92 
C0070;África;Angola;Cereales;P0003;Media;4/04/2022;907012641;19/05/2022;4051;205.70 ;117.11 ;833290.70 ;474412.61 
C0773;Asia;Kyrgyzstan;Alimento infantil;P0005;Crítica;5/03/2020;577306497;12/03/2020;6676;255.28 ;159.42 ;1704249.28 ;1064287.92 
C0116;África;Burundi;Doméstico;P0012;Crítica;31/08/2021;711621654;2/09/2021;3516;668.27 ;502.54 ;2349637.32 ;1766930.64 
C0021;África;South Africa;Material de oficina;P0008;Media;23/03/2020;702194440;30/03/2020;3794;651.21 ;524.96 ;2470690.74 ;1991698.24 
C0115;Europa;Georgia;Cereales;P0003;Baja;14/08/2022;911573684;19/09/2022;3765;205.70 ;117.11 ;774460.50 ;440919.15 
C0226;África;The Gambia;Bebida;P0009;Baja;19/09/2021;422620713;5/10/2021;1715;47.45 ;31.79 ;81376.75 ;54519.85 
C0885;Asia;Nepal;Doméstico;P0012;Crítica;18/10/2020;188509356;31/10/2020;2963;668.27 ;502.54 ;1980084.01 ;1489026.02 
C0827;Europa;Albania;Verduras;P0010;Media;7/09/2020;782725942;15/09/2020;4855;154.06 ;90.93 ;747961.30 ;441465.15 
C0490;Centroamérica y Caribe;Dominica;Material de oficina;P0008;Crítica;4/03/2021;149069297;22/03/2021;1772;651.21 ;524.96 ;1153944.12 ;930229.12 
C0516;África;Oman;Bebida;P0009;Media;16/06/2022;351650750;9/07/2022;126;47.45 ;31.79 ;5978.70 ;4005.54 
C0248;África;Ethiopia;Cereales;P0003;Media;6/11/2020;824894130;20/12/2020;3359;205.70 ;117.11 ;690946.30 ;393372.49 
C0235;Centroamérica y Caribe;Saint Kitts and Nevis ;Bebida;P0009;Alta;21/08/2021;623535764;1/09/2021;6944;47.45 ;31.79 ;329492.80 ;220749.76 
C0726;África;The Gambia;Verduras;P0010;Media;5/07/2020;672624480;22/08/2020;3386;154.06 ;90.93 ;521647.16 ;307888.98 
C0175;África;Rwanda;Cosméticos;P0006;Media;15/02/2022;617521607;24/03/2022;7221;437.20 ;263.33 ;3157021.20 ;1901505.93 
C0739;Asia;Japan;Frutas;P0004;Crítica;19/07/2021;173900973;19/07/2021;17;9.33 ;6.92 ;158.61 ;117.64 
C0777;Europa;Ireland;Verduras;P0010;Baja;24/10/2022;477748906;18/11/2022;5373;154.06 ;90.93 ;827764.38 ;488566.89 
C0353;Europa;Andorra;Alimento infantil;P0005;Media;11/05/2020;935364234;14/06/2020;3918;255.28 ;159.42 ;1000187.04 ;624607.56 
C0733;Asia;Kazakhstan;Snacks;P0001;Crítica;15/06/2020;573358285;29/06/2020;8313;152.58 ;97.44 ;1268397.54 ;810018.72 
C0886;Europa;Italy;Verduras;P0010;Alta;17/08/2022;288654887;29/09/2022;8251;154.06 ;90.93 ;1271149.06 ;750263.43 
C0984;África;Tanzania;Snacks;P0001;Baja;1/02/2021;598490369;7/02/2021;5455;152.58 ;97.44 ;832323.90 ;531535.20 
C0904;Centroamérica y Caribe;Antigua and Barbuda ;Ropa;P0011;Crítica;15/06/2020;290413558;19/07/2020;8680;109.28 ;35.84 ;948550.40 ;311091.20 
C0722;África;Qatar;Cosméticos;P0006;Media;13/01/2020;472285783;27/01/2020;8713;437.20 ;263.33 ;3809323.60 ;2294394.29 
C0222;África;Jordan;Cárnicos;P0002;Media;16/12/2020;522280871;12/01/2021;3371;421.89 ;364.69 ;1422191.19 ;1229369.99 
C0388;Centroamérica y Caribe;El Salvador;Doméstico;P0012;Baja;27/11/2021;338885152;11/12/2021;2502;668.27 ;502.54 ;1672011.54 ;1257355.08 
